Sample	0	10	20	25	30	40	50	55	60	70
c-Src_0316_1	1	0.5366164297		0.3725522223					0.1385340392	
W285T_0316_1	1	0.3485029814		0.08162529615					0.01526528572	
E283D_0316_1	1	0.6392912716		0.4310883112					0.2078212867	
c-Src_0709_1	1	0.8261285012	0.6890505739		0.4910260986	0.4824493743		0.3588754706		0.2715655688
c-Src_0709_2	1	0.9927999168	0.73007318		0.7688481948	0.5909686817		0.3408663684		0.3665105955
c-Src_0709_3	1	1.055530803	0.6034101619		0.6534744238	0.4761888441		0.3905663611		0.3228343758
F512P_0709_1	1	0.4291036416	0.2773442751		0.1183387637	0.1110286069		0.09898157098		0.07840175137
F512P_0709_2	1	0.529733779	0.2514181809		0.1085884778	0.04079751066		0.05006210544		0.04000358547
F512P_0709_3	1	0.6462959862	0.3181631379		0.1934377489	0.1139033065		0.06917913515		0.04624119089
W285C_0709_1	1	0.7530177835	0.5334160016		0.4094841265	0.2670870603		0.1861622727		0.1349275379
W285C_0709_2	1	0.6590147264	0.4919635795		0.3225725961	0.1433750141		0.1599139392		0.1033011939
W285C_0709_3	1	0.5753820103	0.4049601664		0.2575017226	0.1708857054		0.1330832384		0.07551936735
c-Src_0805_1	1	0.4845971424	0.5344898607		0.333905861	0.3373324227	0.2319941492		0.3133841331	
c-Src_0805_3	1	0.6007733196	0.4342545204		0.4220964657	0.4297308927	0.3575546816		0.3084999025	
F512P_0805_2	1	0.07370774178	0.04932151541		0.03592438623	0.02093497529	0.005412189191		0.03035532199	
F512P_0805_3	1	0.1074705025	0.0708736577		0.0180564762	0.0152591807	0.008663661673		0.005773564895	
W285C_0805_2	1	0.648316624	0.7823380904		0.3288793993	0.1946375896	0.1876362598		0.1617629944	
W285C_0805_3	1	0.3367933647	0.2517415893		0.1906887472	0.1466407049	0.1024676681		0.08193524732	
W285T_0805_1	1	0.409588005	0.3024555043		0.2119816603	0.1773584217	0.1617096263		0.134035775	
W285T_0805_2	1	0.53896564	0.4068949751		0.2378689086	0.2001480809	0.1797010858		0.154702479	
W285T_0805_3	1	0.3353221337	0.2839348136		0.1907077908	0.1392960151	0.1124521778		0.0875296333	
E283D_0805_1	1	0.6313329348	0.3787329971		0.3300845989	0.2172036223	0.2101316856		0.2154618099	
E283D_0805_2	1	0.9246632097	0.4555939744		0.360478943	0.2923360061	0.3826103975		0.3145067354	
E283D_0805_3	1	1.004243137	0.4030644476		0.3708438634	0.2915846543	0.2855801824		0.2611126075	
c-Src_0924_1	1	0.4907684352	0.435508021		0.3852608102	0.4150544872	0.3085852533		0.3182019415	
c-Src_0924_2	1	0.4699420042	0.4276696832		0.4038557147	0.3258709042	0.3369593604		0.254990966	
c-Src_0924_3	1	0.5387169844	0.4320130478		0.2631660828	0.3984560274	0.3325905384		0.299379175	
F512A_0924_1	1	0.2598322901	0.1415025441		0.1005560604	0.1052875148	0.07907048493		0.09058698476	
F512A_0924_2	1	0.2931129551	0.1796290673		0.09768518309	0.06186541945	0.05773974889		0.05897095413	
F512A_0924_3	1	0.1889853898	0.1230690659		0.1217753158	0.03870299375	0.03205592877		0.01858736059	
E508F_0924_1	1	0.3606405999	0.3845643943		0.2227188417	0.1792484876	0.09962013085		0.0905608429	
E508F_0924_2	1	0.3488050982	0.3549433753		0.1530250626	0.1363463099	0.09343174705		0.08445805511	
E508F_0924_3	1	0.5051275899	0.4146966279		0.3107462717	0.1973166479	0.1353882618		0.1174227668	
G287S_0924_1	1	0.8053686265	0.2408869138		0.2896819836	0.1937140833	0.1481989841		0.174003663	
G287S_0924_2	1	0.4066022766	0.5021092621		0.3720329283	0.3597256583	0.2108645899		0.2384390455	
G287S_0924_3	1	0.5102798264	0.5432231646		0.349635104	0.4200757349	0.2454910411		0.197067715	
E273T_0924_1	1	0.9641147182	0.7326720207		0.4203422986	0.3363705993	0.2215311691		0.1649461581	
E273T_0924_2	1	0.9562652839	0.4707714711		0.3064745582	0.3022814862	0.181317318		0.2218579318	
E273T_0924_3	1	0.6761275448	0.6413697555		0.3126071351	0.289850795	0.1783527146		0.1268803987	
